"ID.Region","Region","ID.Comuna","Comuna","ID.Administration","Administration","Average.PSU","Average.NEM","Number.of.records"
1,"Tarapacá",5,"Alto Hospicio",1,"Municipal",459.798076923077,5.55105263935892,76
1,"Tarapacá",5,"Alto Hospicio",2,"Particular Subvencionado",455.553624627607,5.54864697619508,1289
1,"Tarapacá",58,"Colchane",1,"Municipal",370.166666666667,5.49333333969116,3
1,"Tarapacá",108,"Huara",1,"Municipal",378.230769230769,5.6226666132609,15
1,"Tarapacá",113,"Iquique",1,"Municipal",445.324712643678,5.56119629453422,877
1,"Tarapacá",113,"Iquique",2,"Particular Subvencionado",514.791021671827,5.68002734022278,2568
1,"Tarapacá",113,"Iquique",3,"Particular Pagado",580.561946902655,5.98723577871555,125
1,"Tarapacá",113,"Iquique",4,"Corporación de Administración Delegada",432.491228070175,5.36794520730842,75
1,"Tarapacá",217,"Pica",1,"Municipal",443.55,5.6583333214124,24
1,"Tarapacá",226,"Pozo Almonte",1,"Municipal",410.491428571429,5.62404761314392,211
1,"Tarapacá",226,"Pozo Almonte",2,"Particular Subvencionado",373,4.90000009536743,1
2,"Antofagasta",9,"Antofagasta",1,"Municipal",446.045598313126,5.57645134554991,2365
2,"Antofagasta",9,"Antofagasta",2,"Particular Subvencionado",520.520961145194,5.60823849180096,2220
2,"Antofagasta",9,"Antofagasta",3,"Particular Pagado",560.569560047562,5.72439176274329,972
2,"Antofagasta",19,"Calama",1,"Municipal",471.038382453735,5.44453333896139,1734
2,"Antofagasta",19,"Calama",2,"Particular Subvencionado",523.328888888889,5.6242818838798,746
2,"Antofagasta",19,"Calama",3,"Particular Pagado",550.815165876777,5.74579711187454,484
2,"Antofagasta",165,"María Elena",1,"Municipal",457.383928571429,5.89453127980232,64
2,"Antofagasta",170,"Mejillones",1,"Municipal",427.715189873418,5.87305265225862,95
2,"Antofagasta",297,"San Pedro De Atacama",1,"Municipal",460.672413793103,5.5738709357477,32
2,"Antofagasta",313,"Taltal",1,"Municipal",440.323529411765,5.97574195861816,155
2,"Antofagasta",321,"Tocopilla",1,"Municipal",392.136,5.4755688627323,167
2,"Antofagasta",321,"Tocopilla",2,"Particular Subvencionado",508.276595744681,5.6530476297651,105
3,"Atacama",4,"Alto Del Carmen",1,"Municipal",447.97619047619,5.58347826418669,23
3,"Atacama",21,"Caldera",1,"Municipal",400.185185185185,5.37085715021406,71
3,"Atacama",21,"Caldera",2,"Particular Subvencionado",474.60824742268,5.54636364416643,110
3,"Atacama",39,"Chañaral",1,"Municipal",455.2,5.78559055854016,127
3,"Atacama",39,"Chañaral",2,"Particular Subvencionado",449.428571428571,5.81055556403266,18
3,"Atacama",68,"Copiapó",1,"Municipal",449.292019347037,5.38073544604542,986
3,"Atacama",68,"Copiapó",2,"Particular Subvencionado",519.575596816976,5.5211987727756,1296
3,"Atacama",68,"Copiapó",3,"Particular Pagado",619.943609022556,6.02069181166355,159
3,"Atacama",81,"Diego De Almagro",1,"Municipal",475.683333333333,5.78509262314549,108
3,"Atacama",81,"Diego De Almagro",2,"Particular Subvencionado",497.553719008264,5.73225354140913,142
3,"Atacama",93,"Freirina",1,"Municipal",434.689655172414,5.84225811496858,32
3,"Atacama",109,"Huasco",1,"Municipal",429.335714285714,5.78207316631224,82
3,"Atacama",317,"Tierra Amarilla",1,"Municipal",401.350574712644,5.54599999321832,135
3,"Atacama",330,"Vallenar",1,"Municipal",429.980810234542,5.61399294293811,567
3,"Atacama",330,"Vallenar",2,"Particular Subvencionado",541.347280334728,5.79700002670288,261
3,"Atacama",330,"Vallenar",3,"Particular Pagado",634.893939393939,6.22028571537563,35
4,"Coquimbo",7,"Andacollo",1,"Municipal",442.383928571429,5.50406254827976,64
4,"Coquimbo",7,"Andacollo",2,"Particular Subvencionado",461.121621621622,5.64184212684631,38
4,"Coquimbo",27,"Canela",1,"Municipal",433.271739130435,5.97137253892188,51
4,"Coquimbo",62,"Combarbalá",1,"Municipal",446.020325203252,5.65496403879399,139
4,"Coquimbo",62,"Combarbalá",2,"Particular Subvencionado",445.152173913043,5.83038460291349,26
4,"Coquimbo",69,"Coquimbo",1,"Municipal",457.107095046854,5.47845990441062,937
4,"Coquimbo",69,"Coquimbo",2,"Particular Subvencionado",489.820646506778,5.55048022009416,2260
4,"Coquimbo",111,"Illapel",1,"Municipal",433.042857142857,5.56145111619486,318
4,"Coquimbo",111,"Illapel",2,"Particular Subvencionado",509.861878453039,5.70188776084355,196
4,"Coquimbo",122,"La Higuera",1,"Municipal",364.5,5.5,1
4,"Coquimbo",126,"La Serena",1,"Municipal",449.795422031474,5.51826738826731,940
4,"Coquimbo",126,"La Serena",2,"Particular Subvencionado",522.851174496644,5.60361790650025,3404
4,"Coquimbo",126,"La Serena",3,"Particular Pagado",590.33606557377,5.86911158029698,485
4,"Coquimbo",156,"Los Vilos",1,"Municipal",439.314049586777,5.68627586693599,145
4,"Coquimbo",156,"Los Vilos",2,"Particular Subvencionado",480.765486725664,5.67906250804663,128
4,"Coquimbo",174,"Monte Patria",1,"Municipal",445.014705882353,5.61181819143374,121
4,"Coquimbo",174,"Monte Patria",2,"Particular Subvencionado",470.693181818182,5.44686275369981,51
4,"Coquimbo",192,"Ovalle",1,"Municipal",459.649016641452,5.58054715346402,863
4,"Coquimbo",192,"Ovalle",2,"Particular Subvencionado",516.906482465462,5.64080111273525,1088
4,"Coquimbo",192,"Ovalle",3,"Particular Pagado",645.181818181818,6.01276595541771,47
4,"Coquimbo",192,"Ovalle",4,"Corporación de Administración Delegada",427.072916666667,5.20190476614331,63
4,"Coquimbo",195,"Paihuano",1,"Municipal",414.722222222222,5.46037041699445,27
4,"Coquimbo",237,"Punitaqui",1,"Municipal",405,5.41258619571554,58
4,"Coquimbo",237,"Punitaqui",2,"Particular Subvencionado",507.333333333333,5.42684208719354,19
4,"Coquimbo",271,"Rio Hurtado",1,"Municipal",403.207317073171,5.44808511531099,47
4,"Coquimbo",278,"Salamanca",1,"Municipal",445.198529411765,5.64846158027649,78
4,"Coquimbo",278,"Salamanca",2,"Particular Subvencionado",480.355371900826,5.7113688254991,263
4,"Coquimbo",334,"Vicuña",1,"Municipal",418.556818181818,5.46046730291064,107
4,"Coquimbo",334,"Vicuña",2,"Particular Subvencionado",468.541463414634,5.75591093905059,249
5,"Valparaíso",1,"Algarrobo",1,"Municipal",434.841463414634,5.51122447909141,99
5,"Valparaíso",1,"Algarrobo",2,"Particular Subvencionado",503.181818181818,5.64800002415975,75
5,"Valparaíso",16,"Cabildo",1,"Municipal",431.089430894309,5.55867856911251,283
5,"Valparaíso",16,"Cabildo",2,"Particular Subvencionado",544.259259259259,5.7269491583614,118
5,"Valparaíso",22,"Calera",1,"Municipal",395.521739130435,5.28181160360143,140
5,"Valparaíso",22,"Calera",2,"Particular Subvencionado",514.438775510204,5.69106871026163,530
5,"Valparaíso",22,"Calera",3,"Particular Pagado",552.007936507937,6.17030771695651,65
5,"Valparaíso",22,"Calera",4,"Corporación de Administración Delegada",451.646551724138,5.27845589553609,136
5,"Valparaíso",24,"Calle Larga",1,"Municipal",401.888888888889,5.03292685020261,41
5,"Valparaíso",24,"Calle Larga",2,"Particular Subvencionado",455.06976744186,5.46705881754557,51
5,"Valparaíso",24,"Calle Larga",3,"Particular Pagado",588.315789473684,6.04000000520186,22
5,"Valparaíso",30,"Cartagena",1,"Municipal",427.205607476636,5.59365080651783,126
5,"Valparaíso",30,"Cartagena",2,"Particular Subvencionado",476.791907514451,5.56115789162485,191
5,"Valparaíso",31,"Casablanca",1,"Municipal",424.200819672131,5.56924813851378,134
5,"Valparaíso",31,"Casablanca",2,"Particular Subvencionado",486.742990654206,5.67616666952769,243
5,"Valparaíso",31,"Casablanca",3,"Particular Pagado",575.25,5.625,2
5,"Valparaíso",33,"Catemu",1,"Municipal",391.345070422535,5.3906666692098,75
5,"Valparaíso",33,"Catemu",2,"Particular Subvencionado",433.625,5.47555559400528,63
5,"Valparaíso",63,"Con Cón",1,"Municipal",416.818181818182,5.5600000235994,61
5,"Valparaíso",63,"Con Cón",2,"Particular Subvencionado",537.333333333333,5.75816129253757,310
5,"Valparaíso",63,"Con Cón",3,"Particular Pagado",636.407079646018,6.15361536466158,131
5,"Valparaíso",86,"El Quisco",1,"Municipal",446.833333333333,5.44769231172708,52
5,"Valparaíso",86,"El Quisco",2,"Particular Subvencionado",495.029411764706,5.59289474236338,38
5,"Valparaíso",87,"El Tabo",1,"Municipal",433.909090909091,5.54194445080227,36
5,"Valparaíso",87,"El Tabo",2,"Particular Subvencionado",418.985294117647,5.33660714115415,56
5,"Valparaíso",103,"Hijuelas",1,"Municipal",424.477011494253,5.55772278096416,102
5,"Valparaíso",103,"Hijuelas",2,"Particular Subvencionado",503.967105263158,5.81915664098349,83
5,"Valparaíso",115,"Isla De Pascua",1,"Municipal",411.217391304348,5.47457141195025,71
5,"Valparaíso",115,"Isla De Pascua",2,"Particular Subvencionado",516.894230769231,5.84272725365379,55
5,"Valparaíso",116,"Juan Fernandez",1,"Municipal",467.65,5.64363644339822,11
5,"Valparaíso",118,"La Cruz",1,"Municipal",424.896825396825,5.48534246993392,74
5,"Valparaíso",118,"La Cruz",2,"Particular Subvencionado",455.822580645161,5.50367645656361,69
5,"Valparaíso",123,"La Ligua",1,"Municipal",430.180970149254,5.53951140879032,308
5,"Valparaíso",123,"La Ligua",2,"Particular Subvencionado",519.983928571429,5.73082782101157,304
5,"Valparaíso",138,"Limache",1,"Municipal",431.224299065421,5.45866668489244,136
5,"Valparaíso",138,"Limache",2,"Particular Subvencionado",474.08938547486,5.54384977716795,641
5,"Valparaíso",142,"Llay Llay",1,"Municipal",464.33660130719,5.63635840994774,173
5,"Valparaíso",142,"Llay Llay",2,"Particular Subvencionado",472.042253521127,5.52189874045457,81
5,"Valparaíso",151,"Los Andes",1,"Municipal",462.046052631579,5.61768810660992,731
5,"Valparaíso",151,"Los Andes",2,"Particular Subvencionado",504.654566744731,5.66474684280685,474
5,"Valparaíso",151,"Los Andes",3,"Particular Pagado",617.382352941176,5.93487016566388,154
5,"Valparaíso",151,"Los Andes",4,"Corporación de Administración Delegada",464.316037735849,5.52719665870507,239
5,"Valparaíso",183,"Nogales",1,"Municipal",424.464285714286,5.57653060251353,49
5,"Valparaíso",183,"Nogales",2,"Particular Subvencionado",446.699134199134,5.57109024291648,267
5,"Valparaíso",190,"Olmué",1,"Municipal",440.377551020408,5.34898307767965,59
5,"Valparaíso",190,"Olmué",2,"Particular Subvencionado",455.41975308642,5.53714287936032,91
5,"Valparaíso",201,"Panquehue",1,"Municipal",422.6,5.56509092504328,55
5,"Valparaíso",201,"Panquehue",3,"Particular Pagado",620.375,6.11772725798867,22
5,"Valparaíso",202,"Papudo",1,"Municipal",396,5.50023256346237,43
5,"Valparaíso",215,"Petorca",1,"Municipal",424.1,5.64219514335074,82
5,"Valparaíso",215,"Petorca",2,"Particular Subvencionado",467.05,5.93393938469164,33
5,"Valparaíso",229,"Puchuncaví",1,"Municipal",437.449612403101,5.68121621737609,150
5,"Valparaíso",242,"Putaendo",1,"Municipal",392.181818181818,5.48210528022365,38
5,"Valparaíso",242,"Putaendo",2,"Particular Subvencionado",450.074074074074,5.64469697258689,67
5,"Valparaíso",252,"Quillota",1,"Municipal",434.582512315271,5.50269876065115,481
5,"Valparaíso",252,"Quillota",2,"Particular Subvencionado",513.136217948718,5.54401942688285,1034
5,"Valparaíso",252,"Quillota",3,"Particular Pagado",563.545454545455,5.79968326339894,443
5,"Valparaíso",253,"Quilpué",1,"Municipal",431.609756097561,5.45936526699958,907
5,"Valparaíso",253,"Quilpué",2,"Particular Subvencionado",512.875843780135,5.58749123602583,2285
5,"Valparaíso",253,"Quilpué",3,"Particular Pagado",523.442953020134,5.65142857213938,161
5,"Valparaíso",257,"Quintero",1,"Municipal",397.933333333333,5.42605265399866,116
5,"Valparaíso",257,"Quintero",2,"Particular Subvencionado",491.861031518625,5.71825317551818,395
5,"Valparaíso",268,"Rinconada",2,"Particular Subvencionado",485.258620689655,5.41599998474121,30
5,"Valparaíso",279,"San Antonio",1,"Municipal",446.359452736318,5.61867842905322,457
5,"Valparaíso",279,"San Antonio",2,"Particular Subvencionado",485.179338842975,5.58703887588986,1417
5,"Valparaíso",279,"San Antonio",3,"Particular Pagado",457,4.96999979019165,1
5,"Valparaíso",283,"San Esteban",1,"Municipal",422.571428571429,5.36621620848372,74
5,"Valparaíso",285,"San Felipe",1,"Municipal",449.964412811388,5.60317003349062,352
5,"Valparaíso",285,"San Felipe",2,"Particular Subvencionado",501.983041575492,5.73483234796769,1015
5,"Valparaíso",285,"San Felipe",3,"Particular Pagado",616.064814814815,6.21232560253883,129
5,"Valparaíso",285,"San Felipe",4,"Corporación de Administración Delegada",479.422907488987,5.5505447647451,257
5,"Valparaíso",306,"Santa Maria",1,"Municipal",412.435897435897,5.30254548679699,55
5,"Valparaíso",306,"Santa Maria",2,"Particular Subvencionado",421.146153846154,5.45846153528262,79
5,"Valparaíso",308,"Santo Domingo",1,"Municipal",488.708333333333,5.68733332951864,106
5,"Valparaíso",308,"Santo Domingo",2,"Particular Subvencionado",511.322784810127,5.61132534440741,83
5,"Valparaíso",308,"Santo Domingo",3,"Particular Pagado",580.75,6.10333331425985,3
5,"Valparaíso",331,"Valparaiso",1,"Municipal",460.585243974133,5.49976494380006,2065
5,"Valparaíso",331,"Valparaiso",2,"Particular Subvencionado",487.281553398058,5.55252578202127,3329
5,"Valparaíso",331,"Valparaiso",3,"Particular Pagado",574.34478021978,5.825174126459,403
5,"Valparaíso",331,"Valparaiso",4,"Corporación de Administración Delegada",472.180995475113,5.55642022975224,258
5,"Valparaíso",337,"Villa Alemana",1,"Municipal",475.638392857143,5.43857521746593,379
5,"Valparaíso",337,"Villa Alemana",2,"Particular Subvencionado",527.317893903405,5.61904561661837,1429
5,"Valparaíso",337,"Villa Alemana",3,"Particular Pagado",587.365853658537,5.9012363763289,278
5,"Valparaíso",339,"Viña Del Mar",1,"Municipal",446.729403409091,5.442622029416,887
5,"Valparaíso",339,"Viña Del Mar",2,"Particular Subvencionado",516.346780162842,5.57219946440472,2987
5,"Valparaíso",339,"Viña Del Mar",3,"Particular Pagado",591.406518624642,5.92011561023171,1571
5,"Valparaíso",339,"Viña Del Mar",4,"Corporación de Administración Delegada",455.276315789474,5.1711764868568,170
5,"Valparaíso",344,"Zapallar",1,"Municipal",481.765625,5.45760566415921,71
5,"Valparaíso",344,"Zapallar",2,"Particular Subvencionado",529.115384615385,5.87258065131403,31
6,"O'Higgins",40,"Chépica",1,"Municipal",471.652941176471,5.97490742029967,108
6,"O'Higgins",45,"Chimbarongo",1,"Municipal",470.716049382716,5.93239363203657,189
6,"O'Higgins",45,"Chimbarongo",2,"Particular Subvencionado",496.218543046358,5.54298345291812,181
6,"O'Higgins",52,"Codegua",1,"Municipal",415.558823529412,5.60000000443569,86
6,"O'Higgins",52,"Codegua",2,"Particular Subvencionado",428.382352941176,5.57000001271566,18
6,"O'Higgins",56,"Coinco",1,"Municipal",423.925925925926,5.56638887193468,36
6,"O'Higgins",61,"Coltauco",1,"Municipal",413.673076923077,5.48183486221034,109
6,"O'Higgins",61,"Coltauco",2,"Particular Subvencionado",449.362637362637,5.45871557445701,109
6,"O'Higgins",82,"Doñihue",1,"Municipal",436.141975308642,5.38789473500168,114
6,"O'Higgins",82,"Doñihue",2,"Particular Subvencionado",573.575,5.85803276593568,61
6,"O'Higgins",101,"Graneros",1,"Municipal",414.18125,5.40527270923961,110
6,"O'Higgins",101,"Graneros",2,"Particular Subvencionado",473.65564738292,5.44906978274501,430
6,"O'Higgins",133,"Las Cabras",1,"Municipal",430.381118881119,5.6900518224647,193
6,"O'Higgins",133,"Las Cabras",2,"Particular Subvencionado",553.1,5.74424244177462,99
6,"O'Higgins",140,"Litueche",1,"Municipal",480.136363636364,5.71274195947955,62
6,"O'Higgins",146,"Lolol",1,"Municipal",429.142857142857,5.64912282374867,57
6,"O'Higgins",159,"Machalí",1,"Municipal",418.753012048193,5.43321169901938,137
6,"O'Higgins",159,"Machalí",2,"Particular Subvencionado",529.301630434783,5.70984731679048,394
6,"O'Higgins",159,"Machalí",3,"Particular Pagado",602.978260869565,5.8509615613864,208
6,"O'Higgins",164,"Marchigüe",1,"Municipal",439.375,5.13062506914139,16
6,"O'Higgins",175,"San Francisco De Mostazal",1,"Municipal",421.227272727273,5.4521052425069,133
6,"O'Higgins",175,"San Francisco De Mostazal",2,"Particular Subvencionado",435.666666666667,5.23200001716614,10
6,"O'Higgins",178,"Nancagua",1,"Municipal",420.725806451613,5.56499999883224,98
6,"O'Higgins",178,"Nancagua",2,"Particular Subvencionado",540.816326530612,5.70980768020336,52
6,"O'Higgins",180,"Navidad",1,"Municipal",424.215517241379,5.52042253252486,71
6,"O'Higgins",188,"Olivar",1,"Municipal",421.635869565217,5.33741073523249,112
6,"O'Higgins",188,"Olivar",2,"Particular Subvencionado",463.560975609756,5.53820004463196,50
6,"O'Higgins",199,"Palmilla",1,"Municipal",421.794117647059,5.53549022300571,51
6,"O'Higgins",203,"Paredones",1,"Municipal",426.653846153846,5.59266670015123,45
6,"O'Higgins",213,"Peralillo",1,"Municipal",445.65,5.71587629908139,97
6,"O'Higgins",216,"Peumo",1,"Municipal",412.058823529412,5.62955227182872,67
6,"O'Higgins",216,"Peumo",2,"Particular Subvencionado",445.62,5.62298508544466,67
6,"O'Higgins",218,"Pichidegua",1,"Municipal",425.243243243243,5.50853658303982,82
6,"O'Higgins",219,"Pichilemu",1,"Municipal",476.040540540541,5.65697675157887,129
6,"O'Higgins",219,"Pichilemu",2,"Particular Subvencionado",541.142857142857,6.01095239321391,84
6,"O'Higgins",223,"Placilla",1,"Municipal",400.55,5.50866667429606,15
6,"O'Higgins",255,"Quinta De Tilcoco",1,"Municipal",408.62,5.54156251251698,64
6,"O'Higgins",255,"Quinta De Tilcoco",2,"Particular Subvencionado",500.424050632911,5.7890123202477,81
6,"O'Higgins",259,"Rancagua",1,"Municipal",494.67162818955,5.60520569378498,1978
6,"O'Higgins",259,"Rancagua",2,"Particular Subvencionado",489.282028469751,5.56627677314898,1924
6,"O'Higgins",259,"Rancagua",3,"Particular Pagado",615.888601036269,5.94930268324447,674
6,"O'Higgins",259,"Rancagua",4,"Corporación de Administración Delegada",477.185779816514,5.36652349369638,746
6,"O'Higgins",265,"Rengo",1,"Municipal",458.751805054152,5.49060653935695,647
6,"O'Higgins",265,"Rengo",2,"Particular Subvencionado",550.212068965517,5.78090323171308,311
6,"O'Higgins",266,"Requinoa",1,"Municipal",401.855769230769,5.55141414777197,99
6,"O'Higgins",266,"Requinoa",2,"Particular Subvencionado",543.219444444444,5.6381909595662,199
6,"O'Higgins",286,"San Fernando",1,"Municipal",465.136460554371,5.43969595190641,592
6,"O'Higgins",286,"San Fernando",2,"Particular Subvencionado",531.304651162791,5.64785715383339,742
6,"O'Higgins",286,"San Fernando",3,"Particular Pagado",625.240458015267,6.08163268549913,147
6,"O'Higgins",286,"San Fernando",4,"Corporación de Administración Delegada",457.277456647399,5.5627725146958,422
6,"O'Higgins",302,"San Vicente",1,"Municipal",450.748138957816,5.49087684288901,480
6,"O'Higgins",302,"San Vicente",2,"Particular Subvencionado",557.676122931442,5.70760594687219,473
6,"O'Higgins",304,"Santa Cruz",1,"Municipal",460.079,5.65890053471137,575
6,"O'Higgins",304,"Santa Cruz",2,"Particular Subvencionado",573.336683417085,5.83682541187658,441
6,"O'Higgins",304,"Santa Cruz",3,"Particular Pagado",608.78125,6.01971430097307,35
7,"Maule",34,"Cauquenes",1,"Municipal",460.028322440087,5.70359925922967,542
7,"Maule",34,"Cauquenes",2,"Particular Subvencionado",494.371052631579,5.8810360410192,222
7,"Maule",38,"Chanco",1,"Municipal",442.9609375,5.755068491583,73
7,"Maule",57,"Colbún",1,"Municipal",469.268656716418,5.50595236392248,84
7,"Maule",57,"Colbún",2,"Particular Subvencionado",404.5,5.34999993443489,16
7,"Maule",66,"Constitución",1,"Municipal",460.085106382979,5.44472051407239,161
7,"Maule",66,"Constitución",2,"Particular Subvencionado",560.478,5.82010638798382,283
7,"Maule",66,"Constitución",3,"Particular Pagado",676.875,6.4006667137146,30
7,"Maule",66,"Constitución",4,"Corporación de Administración Delegada",456.285123966942,5.46215827859563,140
7,"Maule",78,"Curepto",1,"Municipal",465.315789473684,5.81850747208097,67
7,"Maule",79,"Curicó",1,"Municipal",505.903558052434,5.74715839631809,645
7,"Maule",79,"Curicó",2,"Particular Subvencionado",517.627188183807,5.72603720986508,2099
7,"Maule",79,"Curicó",3,"Particular Pagado",598.985849056604,5.91881081606891,372
7,"Maule",79,"Curicó",4,"Corporación de Administración Delegada",457.256013745704,5.51982413224838,398
7,"Maule",88,"Empedrado",1,"Municipal",426.583333333333,5.48153840578519,13
7,"Maule",105,"Hualañé",1,"Municipal",491.831967213115,5.93294120536131,136
7,"Maule",137,"Licantén",1,"Municipal",494.112244897959,5.87931039415557,58
7,"Maule",139,"Linares",1,"Municipal",486.529567053854,5.55147749196302,1111
7,"Maule",139,"Linares",2,"Particular Subvencionado",522.080131208997,5.65000000618952,1172
7,"Maule",139,"Linares",3,"Particular Pagado",624.605263157895,5.98130433455758,23
7,"Maule",148,"Longaví",1,"Municipal",461.440217391304,5.73139706429313,136
7,"Maule",148,"Longaví",2,"Particular Subvencionado",482.613636363636,5.68776317019212,76
7,"Maule",168,"Maule",2,"Particular Subvencionado",486.884615384615,5.81825174985232,143
