scrubbed_genus,scrubbed_species_binomial,latitude,longitude,date_collected,datasource,dataset,dataowner,custodial_institution_codes,collection_code,datasource_id
Nothofagus,Nothofagus alpina,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus obliqua,-38.027634,-73.204132,1973-11-22,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus dombeyi,-40.13,-71.47,NA,GBIF,BAB,BAB,BAB,HERB,3614
Nothofagus,Nothofagus dombeyi,-41.053547,-72.062073,1973-11-24,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus betuloides,-54.865278000000004,-67.353611,2009-01-17,GBIF,JBRJ,JBRJ,JBRJ,RB,1928
Nothofagus,Nothofagus glauca,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus pumilio,-50.465527,-72.842102,1973-12-17,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus glauca,-35.851944,-71.162222,2017-02-15,GBIF,E,E,E,E,3550
Nothofagus,Nothofagus pumilio,-50.125027,-72.999438,NA,GBIF,MACN,MACN,MACN,BA V,2228
Nothofagus,Nothofagus dombeyi,-41.029438,-71.814278,1973-12-30,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus pumilio,-42.816667,-71.666667,1944-02-03,GBIF,MEL,MEL,MEL,MEL,3283
Nothofagus,Nothofagus antarctica,-49.84,-73.2,NA,GBIF,SI,SI,SI,HERB,3669
Nothofagus,Nothofagus pumilio,-54.654003,-67.799721,1973-12-07,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus betuloides,-54.86666,-67.41666,1967-10-28,GBIF,UConn,UConn,UConn,CONN,1754
Nothofagus,Nothofagus antarctica,-50.479092,-72.789917,1973-12-16,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus antarctica,-37.85958,-71.07314,NA,GBIF,IANIGLA,IANIGLA,IANIGLA,XFR,2712
Nothofagus,Nothofagus obliqua,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus obliqua,-37.683333,-71.283333,1993-02-18,GBIF,E,E,E,E,3550
Nothofagus,Nothofagus dombeyi,-41.05769,-71.523743,1974-01-03,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus pumilio,-54.801903,-68.359337,1973-12-07,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus dombeyi,-35.3869,-64.9208,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus dombeyi,-41.053547,-72.062073,1973-11-24,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus alpina,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus betuloides,-54.801903,-68.359337,1973-12-07,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus betuloides,-54.903194,-67.113389,2006-12-14,GBIF,UTEP,UTEP,UTEP,Plant specimens,3326
Nothofagus,Nothofagus dombeyi,-41.053547,-72.062073,1973-11-24,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus dombeyi,-40.18,-71.32,NA,GBIF,MBM,MBM,MBM,HERB,3422
Nothofagus,Nothofagus pumilio,-50.125027,-72.999438,NA,GBIF,MACN,MACN,MACN,BA V,2228
Nothofagus,Nothofagus obliqua,-34.529,-71.0954,NA,GBIF,MNHN,MNHN,MNHN,P,3541
Nothofagus,Nothofagus obliqua,-38.2025,-71.804444,1998-04-15,GBIF,E,E,E,E,3550
Nothofagus,Nothofagus alpina,-36.8725,-71.628333,2012-04-01,GBIF,E,E,E,E,3550
Nothofagus,Nothofagus antarctica,-49.963871,-73.133778,NA,GBIF,MACN,MACN,MACN,BA V,2228
Nothofagus,Nothofagus betuloides,-54.96,-66.75,NA,GBIF,NSW,NSW,NSW,HERB,3466
Nothofagus,Nothofagus dombeyi,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus betuloides,-54.75,-64.05,1971-10-23,MO,MO,MO,MO,NA,280
Nothofagus,Nothofagus antarctica,-53.43333,-68.18333,1977-01-25,GBIF,UConn,UConn,UConn,CONN,1754
Nothofagus,Nothofagus antarctica,-50.155581,-73.16604,NA,GBIF,MACN,MACN,MACN,BA V,2228
Nothofagus,Nothofagus dombeyi,-41.053547,-72.062073,1973-11-24,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus pumilio,-54.801903,-68.359337,1973-12-07,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus nitida,-43.85,-73.91666,1984-01-01,MO,MO,MO,MO,NA,280
Nothofagus,Nothofagus dombeyi,-41.053547,-72.062073,1973-11-24,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus pumilio,-54.841064,-68.514519,1973-12-05,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus pumilio,-49.76,-72.09,NA,GBIF,SI,SI,SI,HERB,3669
Nothofagus,Nothofagus obliqua,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus nitida,-55.84794,-67.71541,1839-01-01,GBIF,MNHN,MNHN,MNHN,P,3541
Nothofagus,Nothofagus antarctica,-54.8,-68.33333,1979-03-18,MO,"MO, SI","MO, SI","MO, SI",NA,280
Nothofagus,Nothofagus dombeyi,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus antarctica,-35.3869,-64.9208,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus dombeyi,-41.032837,-72.045593,1973-11-25,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus obliqua,-37.871389,-71.639167,1996-02-27,GBIF,E,E,E,E,3550
Nothofagus,Nothofagus dombeyi,-41.137547,-72.537231,1973-11-26,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus betuloides,-54.8,-65.266667,1971-10-14,GBIF,E,E,E,E,3550
Nothofagus,Nothofagus pumilio,-54.654003,-67.799721,1973-12-07,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus obliqua,-39.611,-73.213,NA,SALVIAS,Gentry Transect Dataset,James S. MIller,NA,NA,14
Nothofagus,Nothofagus pumilio,-54.795876,-68.379333,1973-12-05,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus pumilio,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus obliqua,-32.883333,-71.1,1993-02-06,GBIF,E,E,E,E,3550
Nothofagus,Nothofagus obliqua,-34.58586,-70.99078,1818-12-01,GBIF,MNHN,MNHN,MNHN,P,3541
Nothofagus,Nothofagus pumilio,-40.25,-71.37,NA,GBIF,HRP,HRP,HRP,HERB,3308
Nothofagus,Nothofagus betuloides,-54.838306,-68.486794,1973-12-04,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus obliqua,-36.78333,-71.75,1993-10-16,MO,MO,MO,MO,NA,280
Nothofagus,Nothofagus alpina,-40.25194,-72.15806,1854-12-01,GBIF,MNHN,MNHN,MNHN,P,3541
Nothofagus,Nothofagus betuloides,-54.8,-65.26666,1971-10-13,MO,MO,MO,MO,NA,280
Nothofagus,Nothofagus dombeyi,-40.699074161181706,-72.23488180748681,1984-04-16,GBIF,HO,HO,HO,HO,3572
Nothofagus,Nothofagus dombeyi,-41.053547,-72.062073,1973-11-24,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus alpina,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus nitida,-49,-74.55,1988-12-14,GBIF,MA,MA,MA,MA,3753
Nothofagus,Nothofagus antarctica,-54.329037,-67.339325,1973-12-10,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus obliqua,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus dombeyi,-42.810833,-71.669444,1944-02-03,GBIF,MEL,MEL,MEL,MEL,3283
Nothofagus,Nothofagus obliqua,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus antarctica,-54.841064,-68.514519,1973-12-05,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus macrocarpa,-34.016667,-71.466667,1985-11-01,GBIF,MEL,MEL,MEL,MEL,3283
Nothofagus,Nothofagus betuloides,-54.801903,-68.359337,1973-12-07,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus dombeyi,-42.1,-71.7,1955-02-10,MO,SI,SI,SI,NA,280
Nothofagus,Nothofagus antarctica,-39.23,-70.4,NA,GBIF,WELT,WELT,WELT,WELT,3730
Nothofagus,Nothofagus antarctica,-37.85958,-71.07314,NA,GBIF,IANIGLA,IANIGLA,IANIGLA,XFR,2712
Nothofagus,Nothofagus betuloides,-50.248377,-73.345738,NA,GBIF,MACN,MACN,MACN,BA V,2228
Nothofagus,Nothofagus antarctica,-51.63,-73.4,1987-11-24,GBIF,MA,MA,MA,MA,3753
Nothofagus,Nothofagus dombeyi,-35.3869,-64.9208,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus nitida,-46.68,-74.02,1988-01-24,GBIF,MA,MA,MA,MA,3753
Nothofagus,Nothofagus antarctica,-35.3869,-64.9208,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus pumilio,-50.333333,-73.233333,1953-01-01,GBIF,MEL,MEL,MEL,MEL,3283
Nothofagus,Nothofagus antarctica,-54.833333,-64.416667,1971-11-02,GBIF,E,E,E,E,3550
Nothofagus,Nothofagus antarctica,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus betuloides,-40.23,-73.421,NA,SALVIAS,Gentry Transect Dataset,James S. MIller,NA,NA,14
Nothofagus,Nothofagus antarctica,-54.783333,-64.1,1971-10-20,GBIF,E,E,E,E,3550
Nothofagus,Nothofagus nitida,-45.9,-73.366667,1992-03-04,GBIF,E,E,E,E,3550
Nothofagus,Nothofagus betuloides,-54.792454,-68.38028,1973-12-05,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus pumilio,-49.76,-72.09,NA,GBIF,SI,SI,SI,HERB,3669
Nothofagus,Nothofagus dombeyi,-41.032837,-72.045593,1973-11-25,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus antarctica,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus dombeyi,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus betuloides,-54.801903,-68.359337,1973-12-07,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus pumilio,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus obliqua,-39.766667,-73.25,1975-09-01,GBIF,MEL,MEL,MEL,MEL,3283
Nothofagus,Nothofagus antarctica,-40.88,-71.205,NA,GBIF,WELT,WELT,WELT,WELT,3730
Nothofagus,Nothofagus dombeyi,-42.6,-71.9,1979-01-01,MO,MO,MO,MO,NA,280
Nothofagus,Nothofagus antarctica,-54.75,-64.05,1903-11-18,GBIF,LD,LD,LD,General,3425
Nothofagus,Nothofagus dombeyi,-41.032837,-72.045593,1973-11-25,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus antarctica,-50.479092,-72.789917,1973-12-16,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus antarctica,-50.479092,-72.789917,1973-12-16,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus dombeyi,-40.18,-71.32,NA,GBIF,K,K,K,HERB,3716
Nothofagus,Nothofagus nitida,-40.23,-73.421,NA,SALVIAS,Gentry Transect Dataset,James S. MIller,NA,NA,14
Nothofagus,Nothofagus pumilio,-54.795876,-68.379333,1973-12-05,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus dombeyi,-41.032837,-72.045593,1973-11-25,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus antarctica,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus nitida,-43.11666,-73.7,1984-02-03,MO,MO,MO,MO,NA,280
Nothofagus,Nothofagus obliqua,-39.81712,-73.18194,1904-10-05,GBIF,MNHN,MNHN,MNHN,P,3541
Nothofagus,Nothofagus antarctica,-40.77,-72.15,NA,GBIF,WELT,WELT,WELT,WELT,3730
Nothofagus,Nothofagus dombeyi,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus nitida,-41.553889,-72.604167,2017-03-15,GBIF,E,E,E,E,3550
Nothofagus,Nothofagus pumilio,-44.933333,-71.433333,1932-02-09,GBIF,MEL,MEL,MEL,MEL,3283
Nothofagus,Nothofagus pumilio,-53.4,-71.38,NA,GBIF,WELT,WELT,WELT,WELT,3730
Nothofagus,Nothofagus pumilio,-50.125027,-72.999438,NA,GBIF,MACN,MACN,MACN,BA V,2228
Nothofagus,Nothofagus antarctica,-35.3869,-64.9208,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus pumilio,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus pumilio,-35.3869,-64.9208,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus pumilio,-54.597004,-68.345947,1973-12-11,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus pumilio,-36.83333,-71.41666,1991-11-20,MO,MO,MO,MO,NA,280
Nothofagus,Nothofagus glauca,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus dombeyi,-41.053547,-72.062073,1973-11-24,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus betuloides,-54.801903,-68.359337,1973-12-07,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus betuloides,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus antarctica,-36.91,-71.37,1986-11-13,GBIF,MA,MA,MA,MA,3753
Nothofagus,Nothofagus alpina,-39.7833,-71.95,1975-10-01,GBIF,CANB,CANB,CANB,CANB,3664
Nothofagus,Nothofagus dombeyi,-35.3869,-64.9208,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus dombeyi,-41.053547,-72.062073,1973-11-24,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus betuloides,-54.838306,-68.486794,1973-12-04,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus pumilio,-41.213889,-71.500278,1946-01-01,GBIF,MEL,MEL,MEL,MEL,3283
Nothofagus,Nothofagus pumilio,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus dombeyi,-35.3869,-64.9208,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus antarctica,-54.58333,-67.31666,1971-11-21,MO,MO,MO,MO,NA,280
Nothofagus,Nothofagus pumilio,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus pumilio,-51.17,-72.83,NA,GBIF,SGO,SGO,SGO,HERB,3426
Nothofagus,Nothofagus antarctica,-49.15,-74.55,1988-12-14,GBIF,MA,MA,MA,MA,3753
Nothofagus,Nothofagus pumilio,-50.465527,-72.842102,1973-12-17,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus obliqua,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus dombeyi,-38.66666,-72,1996-01-30,MO,MO,MO,MO,NA,280
Nothofagus,Nothofagus dombeyi,-39.676945,-71.529236,1973-12-28,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus obliqua,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus antarctica,-41.150002,-72.150002,1942-10-02,GBIF,B,B,B,Herbarium Berolinense,3617
Nothofagus,Nothofagus dombeyi,-35.3869,-64.9208,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus obliqua,-36.86,-71.5,1992-05-12,GBIF,MA,MA,MA,MA,3753
Nothofagus,Nothofagus alpina,-37.8525,-71.37389,NA,GBIF,G,G,G,Geneva Herbarium â€“ General Collection (G),3547
Nothofagus,Nothofagus pumilio,-54.654003,-67.799721,1973-12-07,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus dombeyi,-41.053547,-72.062073,1973-11-24,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus antarctica,-35.3869,-64.9208,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus antarctica,-35.3869,-64.9208,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus antarctica,-51.22,-73.16,1994-11-17,GBIF,MA,MA,MA,MA,3753
Nothofagus,Nothofagus pumilio,-54.792454,-68.38028,1973-12-05,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus glauca,-35.85,-71.1,NA,GBIF,CONC,CONC,CONC,HERB,3749
Nothofagus,Nothofagus antarctica,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus pumilio,-53.97,-70.06,1994-01-23,GBIF,MA,MA,MA,MA,3753
Nothofagus,Nothofagus pumilio,-54.801903,-68.359337,1973-12-07,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus betuloides,-54.964722,-66.748056,2004-12-28,GBIF,NE,NE,NE,NE,3783
Nothofagus,Nothofagus betuloides,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus antarctica,-55.833333,-67.666667,1839-01-01,GBIF,MEL,MEL,MEL,MEL,3283
Nothofagus,Nothofagus betuloides,-49.76,-72.09,NA,GBIF,SI,SI,SI,HERB,3669
Nothofagus,Nothofagus pumilio,-41.216,-71,1964-01-23,MO,MO,MO,MO,NA,280
Nothofagus,Nothofagus pumilio,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus antarctica,-51.1077778,-72.9866666,1991-01-23,MO,MO,MO,MO,NA,280
Nothofagus,Nothofagus pumilio,-40.25,-71.36666,1997-12-10,MO,"ARIZ, BAB, K, MO, NY, US","ARIZ, BAB, K, MO, NY, US","ARIZ, BAB, K, MO, NY, US",NA,280
Nothofagus,Nothofagus dombeyi,-41.053547,-72.062073,1973-11-24,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus betuloides,-46.67,-73.83,1959-01-31,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus obliqua,-39.611,-73.213,NA,SALVIAS,Gentry Transect Dataset,James S. MIller,NA,NA,14
Nothofagus,Nothofagus pumilio,-54.795876,-68.379333,1973-12-05,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus pumilio,-54.766016946172044,-68.30196744214543,1984-03-28,GBIF,HO,HO,HO,HO,3572
Nothofagus,Nothofagus dombeyi,-41.029438,-71.814278,1973-12-30,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus antarctica,-39.767857,-71.581421,1973-12-28,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus pumilio,-49.76,-72.09,NA,GBIF,SI,SI,SI,HERB,3669
Nothofagus,Nothofagus pumilio,-41.1,-71.566667,1945-01-27,GBIF,MEL,MEL,MEL,MEL,3283
Nothofagus,Nothofagus dombeyi,-41.05769,-71.523743,1974-01-03,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus betuloides,-49.76,-72.09,NA,GBIF,SI,SI,SI,HERB,3669
Nothofagus,Nothofagus antarctica,-54.883333,-65.416667,1971-10-15,GBIF,E,E,E,E,3550
Nothofagus,Nothofagus pumilio,-41.177944,-71.460167,2006-12-09,GBIF,UTEP,UTEP,UTEP,Plant specimens,3326
Nothofagus,Nothofagus dombeyi,-39.676945,-71.529236,1973-12-28,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus antarctica,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus betuloides,-54.8652778,-67.3536111,2009-01-17,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249
Nothofagus,Nothofagus obliqua,-38.027634,-73.204132,1973-11-22,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus nitida,-41.5,-72.583333,1986-01-19,GBIF,E,E,E,E,3550
Nothofagus,Nothofagus alpina,-36.61666,-71.43333,2001-11-04,MO,MO,MO,MO,NA,280
Nothofagus,Nothofagus pumilio,-54.795876,-68.379333,1973-12-05,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus betuloides,-40.23,-73.421,NA,SALVIAS,Gentry Transect Dataset,James S. MIller,NA,NA,14
Nothofagus,Nothofagus glauca,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus nitida,-40.23,-73.421,NA,SALVIAS,Gentry Transect Dataset,James S. MIller,NA,NA,14
Nothofagus,Nothofagus alpina,-38.66666,-72,1996-02-03,MO,MO,MO,MO,NA,280
Nothofagus,Nothofagus dombeyi,-41.032837,-72.045593,1973-11-25,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus pumilio,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus pumilio,-54.801903,-68.359337,1973-12-07,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus antarctica,-35.3869,-64.9208,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus pumilio,-35.8156,-70.8906,NA,GBIF,F,F,F,Botany,3567
Nothofagus,Nothofagus dombeyi,-41.029438,-71.814278,1973-12-30,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus dombeyi,-41.032837,-72.045593,1973-11-25,GBIF,MB,MB,MB,MBcoll,3487
Nothofagus,Nothofagus pumilio,-41.15,-71.383333,1942-01-14,GBIF,MEL,MEL,MEL,MEL,3283
