Reference,Study_common_taxon,Site_name,Sampling_effort,Longitude,Latitude,species,Measurement,Effort_corrected_measurement
Cameron et al. 2011,Hymenoptera,"Cashmere, 18 km N_08",30,-120.44181,47.63764,Bombus bifarius,54,216
Cameron et al. 2011,Hymenoptera,"Cashmere, 18 km N_08",30,-120.44181,47.63764,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Castle Point, 6.0 km NW, Rogue River NF_09",30,-122.30127,42.90313,Bombus bifarius,34,136
Cameron et al. 2011,Hymenoptera,"Castle Point, 6.0 km NW, Rogue River NF_09",30,-122.30127,42.90313,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Charleston Reservoir_09,30,-115.50135,41.57888,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,Charleston Reservoir_09,30,-115.50135,41.57888,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Cherry Creek Campground, Hebgen Lake, Beaverhead NF_09",60,-111.26383,44.75118,Bombus bifarius,12,24
Cameron et al. 2011,Hymenoptera,"Cherry Creek Campground, Hebgen Lake, Beaverhead NF_09",60,-111.26383,44.75118,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Clayton Peak, 1.7 mi NNW_08",20,-111.5721,40.6148,Bombus bifarius,53,318
Cameron et al. 2011,Hymenoptera,"Clayton Peak, 1.7 mi NNW_08",20,-111.5721,40.6148,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Clayton Springs, Umatilla NF_09",15,-117.87672,46.09337,Bombus bifarius,13,104
Cameron et al. 2011,Hymenoptera,"Clayton Springs, Umatilla NF_09",15,-117.87672,46.09337,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Clear Creek_08,50,-113.34954,41.94909,Bombus bifarius,7,16.8
Cameron et al. 2011,Hymenoptera,Clear Creek_08,50,-113.34954,41.94909,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Clear Creek_07,60,-113.34954,41.94909,Bombus bifarius,78,156
Cameron et al. 2011,Hymenoptera,Clear Creek_07,60,-113.34954,41.94909,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Cloudcroft, 12 km SSW_09",15,-105.7836,32.878,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Cloudcroft, 12 km SSW_09",15,-105.7836,32.878,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Cloudcroft, 5.2 km N_09",45,-105.7304,32.9883,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Cloudcroft, 5.2 km N_09",45,-105.7304,32.9883,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Cloudcroft, 5.4 km S_09",15,-105.7577,32.9229,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Cloudcroft, 5.4 km S_09",15,-105.7577,32.9229,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Clyde Park, 1.88 km W_09",30,-110.62844,45.88314,Bombus bifarius,4,16
Cameron et al. 2011,Hymenoptera,"Clyde Park, 1.88 km W_09",30,-110.62844,45.88314,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Como Lake Campground, Bitteroot NF_09",30,-114.24847,46.06763,Bombus bifarius,24,96
Cameron et al. 2011,Hymenoptera,"Como Lake Campground, Bitteroot NF_09",30,-114.24847,46.06763,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Conundrum Creek, Wallowa-Whitman NF_09",15,-117.51675,45.00633,Bombus bifarius,16,128
Cameron et al. 2011,Hymenoptera,"Conundrum Creek, Wallowa-Whitman NF_09",15,-117.51675,45.00633,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Cow Camp Spring, Big Horn NF_09",30,-106.94241,44.31898,Bombus bifarius,9,36
Cameron et al. 2011,Hymenoptera,"Cow Camp Spring, Big Horn NF_09",30,-106.94241,44.31898,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Coyote Mtn, 2.78 mi SW, Willamette NF_09",20,-122.23879,43.67344,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Coyote Mtn, 2.78 mi SW, Willamette NF_09",20,-122.23879,43.67344,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Cyclone Lake, 0.9 km S_08",60,-111.7241,37.9737,Bombus bifarius,40,80
Cameron et al. 2011,Hymenoptera,"Cyclone Lake, 0.9 km S_08",60,-111.7241,37.9737,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Daley Gulch, San Isabel NF_09",30,-105.98926,38.83969,Bombus bifarius,20,80
Cameron et al. 2011,Hymenoptera,"Daley Gulch, San Isabel NF_09",30,-105.98926,38.83969,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Death Hollow, above_08",20,-111.6059,37.9794,Bombus bifarius,44,264
Cameron et al. 2011,Hymenoptera,"Death Hollow, above_08",20,-111.6059,37.9794,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Deer Harbor Preserve_09,30,-123.00058,48.62174,Bombus bifarius,36,144
Cameron et al. 2011,Hymenoptera,Deer Harbor Preserve_09,30,-123.00058,48.62174,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Delphi, 6.5 air km SE_08",60,-123.10229,46.96064,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Delphi, 6.5 air km SE_08",60,-123.10229,46.96064,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Diamond Lake, Umpqua NF_09",40,-122.14285,43.13683,Bombus bifarius,22,66
Cameron et al. 2011,Hymenoptera,"Diamond Lake, Umpqua NF_09",40,-122.14285,43.13683,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Dry Gulch Rd, Estes Park_09",30,-105.48759,40.39179,Bombus bifarius,25,100
Cameron et al. 2011,Hymenoptera,"Dry Gulch Rd, Estes Park_09",30,-105.48759,40.39179,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Easy Pass Campground, Wenatchee NF_09",20,-120.8037,48.58761,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Easy Pass Campground, Wenatchee NF_09",20,-120.8037,48.58761,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Eldora Lake, 0.65 km ENE, Arapaho NF_09",30,-105.5595,39.94036,Bombus bifarius,52,208
Cameron et al. 2011,Hymenoptera,"Eldora Lake, 0.65 km ENE, Arapaho NF_09",30,-105.5595,39.94036,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Escalante, 25 km N_08",25,-111.6924,37.9344,Bombus bifarius,9,43.199999999999996
Cameron et al. 2011,Hymenoptera,"Escalante, 25 km N_08",25,-111.6924,37.9344,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Fish Lake Trailhead, Glacier NP_09",30,-113.87173,48.61515,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Fish Lake Trailhead, Glacier NP_09",30,-113.87173,48.61515,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Frye Lake, 6.08 km NE_09",30,-108.81688,42.74415,Bombus bifarius,14,56
Cameron et al. 2011,Hymenoptera,"Frye Lake, 6.08 km NE_09",30,-108.81688,42.74415,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Glendo State Park (WY08.site02)_08,90,-105.00698,42.4831,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,Glendo State Park (WY08.site02)_08,90,-105.00698,42.4831,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Glenoma, 4.92 km ENE_09",30,-122.10821,46.53815,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Glenoma, 4.92 km ENE_09",30,-122.10821,46.53815,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Golden Horn, 7.96 km ESE, Wenatchee NF_09",30,-120.83583,48.62165,Bombus bifarius,3,12
Cameron et al. 2011,Hymenoptera,"Golden Horn, 7.96 km ESE, Wenatchee NF_09",30,-120.83583,48.62165,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Grizzly Peak Trailhead, Rogue River NF_09",30,-122.6074,42.27179,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Grizzly Peak Trailhead, Rogue River NF_09",30,-122.6074,42.27179,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Guardsman Pass, 0.4 km E_08",20,-111.5507,40.6084,Bombus bifarius,24,144
Cameron et al. 2011,Hymenoptera,"Guardsman Pass, 0.4 km E_08",20,-111.5507,40.6084,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Guardsman Pass, 6.06km SSW of Park City_08",30,-111.537,40.6099,Bombus bifarius,40,160
Cameron et al. 2011,Hymenoptera,"Guardsman Pass, 6.06km SSW of Park City_08",30,-111.537,40.6099,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Guardsman Pass, 7.09km SSW of Park City_08",15,-111.555,40.6065,Bombus bifarius,1,8
Cameron et al. 2011,Hymenoptera,"Guardsman Pass, 7.09km SSW of Park City_08",15,-111.555,40.6065,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Guardsman Pass, 7.09km SSW of Park City_09",30,-111.555,40.6065,Bombus bifarius,4,16
Cameron et al. 2011,Hymenoptera,"Guardsman Pass, 7.09km SSW of Park City_09",30,-111.555,40.6065,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Happy Gap Fork_09,30,-116.70358,48.29945,Bombus bifarius,11,44
Cameron et al. 2011,Hymenoptera,Happy Gap Fork_09,30,-116.70358,48.29945,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Harlequin Lake, Yellowstone NP_09",60,-110.89222,44.64296,Bombus bifarius,2,4
Cameron et al. 2011,Hymenoptera,"Harlequin Lake, Yellowstone NP_09",60,-110.89222,44.64296,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Harriman State Park_09,15,-111.45519,44.30858,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,Harriman State Park_09,15,-111.45519,44.30858,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Harts Pass 0.5 mi N_09,30,-120.6636,48.7247,Bombus bifarius,17,68
Cameron et al. 2011,Hymenoptera,Harts Pass 0.5 mi N_09,30,-120.6636,48.7247,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Hazelwood, 1.27 km ENE_09",15,-117.56119,47.63734,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Hazelwood, 1.27 km ENE_09",15,-117.56119,47.63734,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Hebgen Lake, 15.22km NW of West Yellowstone_08",30,-111.259,44.7438,Bombus bifarius,20,80
Cameron et al. 2011,Hymenoptera,"Hebgen Lake, 15.22km NW of West Yellowstone_08",30,-111.259,44.7438,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Henry Mountains, Bull Creek Pass_08",60,-110.8019,38.0861,Bombus bifarius,1,2
Cameron et al. 2011,Hymenoptera,"Henry Mountains, Bull Creek Pass_08",60,-110.8019,38.0861,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Henry Mountains, Nasty Flat, 1.1mi NE_08",40,-110.8034,38.0769,Bombus bifarius,19,57
Cameron et al. 2011,Hymenoptera,"Henry Mountains, Nasty Flat, 1.1mi NE_08",40,-110.8034,38.0769,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Henry Mountains, Pearl Flat_08",60,-110.7864,38.0883,Bombus bifarius,21,42
Cameron et al. 2011,Hymenoptera,"Henry Mountains, Pearl Flat_08",60,-110.7864,38.0883,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Henry Mountains, Pearl Flat, .8 mi NNE_08",40,-110.7811,38.1013,Bombus bifarius,36,108
Cameron et al. 2011,Hymenoptera,"Henry Mountains, Pearl Flat, .8 mi NNE_08",40,-110.7811,38.1013,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Henry Mtns., 0.64km SE of Durfy Butte_08",65,-110.8185,38.0657,Bombus bifarius,12,22.153846153846157
Cameron et al. 2011,Hymenoptera,"Henry Mtns., 0.64km SE of Durfy Butte_08",65,-110.8185,38.0657,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Huckleberry Mtn, 4.76 km NNE, Umatilla NF_09",10,-118.02528,45.65833,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Huckleberry Mtn, 4.76 km NNE, Umatilla NF_09",10,-118.02528,45.65833,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Humboldt NF, 0.15mi S by E of head of NFD 122 Road_09",30,-115.44721,40.66422,Bombus bifarius,6,24
Cameron et al. 2011,Hymenoptera,"Humboldt NF, 0.15mi S by E of head of NFD 122 Road_09",30,-115.44721,40.66422,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Humboldt NF, 0.15mi S by E of head of NFD 122 Road_08",60,-115.44721,40.66422,Bombus bifarius,131,262
Cameron et al. 2011,Hymenoptera,"Humboldt NF, 0.15mi S by E of head of NFD 122 Road_08",60,-115.44721,40.66422,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Humboldt NF, 0.15mi S by E of head of NFD 122 Road_07",70,-115.44721,40.66422,Bombus bifarius,47,80.57142857142857
Cameron et al. 2011,Hymenoptera,"Humboldt NF, 0.15mi S by E of head of NFD 122 Road_07",70,-115.44721,40.66422,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Humboldt NF, 0.79mi SE of Island Lake_07",60,-115.37538,40.60437,Bombus bifarius,25,50
Cameron et al. 2011,Hymenoptera,"Humboldt NF, 0.79mi SE of Island Lake_07",60,-115.37538,40.60437,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Humboldt NF, 1.00mi NE of Island Lake_07",30,-115.36742,40.6252,Bombus bifarius,5,20
Cameron et al. 2011,Hymenoptera,"Humboldt NF, 1.00mi NE of Island Lake_07",30,-115.36742,40.6252,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Hummel Lake_09,30,-122.89218,48.51715,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,Hummel Lake_09,30,-122.89218,48.51715,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Hungry Horse Dam, Lost Johnny Point, 1.60 NNE_09",30,-113.98406,48.30446,Bombus bifarius,29,116
Cameron et al. 2011,Hymenoptera,"Hungry Horse Dam, Lost Johnny Point, 1.60 NNE_09",30,-113.98406,48.30446,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Hwy 85 near SD border (WY08.site06)_08,120,-104.10657,44.13633,Bombus bifarius,25,25
Cameron et al. 2011,Hymenoptera,Hwy 85 near SD border (WY08.site06)_08,120,-104.10657,44.13633,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Index, 8 km NW_08",30,-121.49251,47.86216,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Index, 8 km NW_08",30,-121.49251,47.86216,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Indian Creek Rd, 1.47mi of Silver Gulch_08",30,-123.50289,41.96575,Bombus bifarius,2,8
Cameron et al. 2011,Hymenoptera,"Indian Creek Rd, 1.47mi of Silver Gulch_08",30,-123.50289,41.96575,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Indian Creek Rd, 1.47mi of Silver Gulch_07",60,-123.50289,41.96575,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Indian Creek Rd, 1.47mi of Silver Gulch_07",60,-123.50289,41.96575,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Jarbidge Mtns., 1.33 Mi SW by S Coon Cr Pk_08",30,-115.47797,41.79013,Bombus bifarius,5,20
Cameron et al. 2011,Hymenoptera,"Jarbidge Mtns., 1.33 Mi SW by S Coon Cr Pk_08",30,-115.47797,41.79013,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Jarbidge Mtns., 1.4 Mi SW Coon Cr Pk_08",30,-115.4893,41.79484,Bombus bifarius,12,48
Cameron et al. 2011,Hymenoptera,"Jarbidge Mtns., 1.4 Mi SW Coon Cr Pk_08",30,-115.4893,41.79484,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Kraut Canyon, nr. Bonito Lake_09",30,-105.7356,33.4609,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Kraut Canyon, nr. Bonito Lake_09",30,-105.7356,33.4609,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Lake of the Woods Meadow, 5.33 km NE Mt. McLoughlin_08",30,-122.21477,42.38925,Bombus bifarius,17,68
Cameron et al. 2011,Hymenoptera,"Lake of the Woods Meadow, 5.33 km NE Mt. McLoughlin_08",30,-122.21477,42.38925,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Lake of the Woods Meadow, 5.33 km NE Mt. McLoughlin_09",60,-122.21477,42.38925,Bombus bifarius,58,116
Cameron et al. 2011,Hymenoptera,"Lake of the Woods Meadow, 5.33 km NE Mt. McLoughlin_09",60,-122.21477,42.38925,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Lake Selmac_08,30,-123.58508,42.26207,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,Lake Selmac_08,30,-123.58508,42.26207,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Lakeview_09,80,-120.349,42.1836,Bombus bifarius,12,18
Cameron et al. 2011,Hymenoptera,Lakeview_09,80,-120.349,42.1836,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Langdon Lake_09,30,-118.0876,45.7788,Bombus bifarius,4,16
Cameron et al. 2011,Hymenoptera,Langdon Lake_09,30,-118.0876,45.7788,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Langdon Lake, 0.97 km ESE, Umatilla NF_09",30,-118.08175,45.77617,Bombus bifarius,30,120
Cameron et al. 2011,Hymenoptera,"Langdon Lake, 0.97 km ESE, Umatilla NF_09",30,-118.08175,45.77617,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Lassen NF, 5.80mi E by S of Burney_07",50,-121.56048,40.87766,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Lassen NF, 5.80mi E by S of Burney_07",50,-121.56048,40.87766,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Lemolo Lake, Umpqua NF_09",30,-122.18837,43.3194,Bombus bifarius,48,192
Cameron et al. 2011,Hymenoptera,"Lemolo Lake, Umpqua NF_09",30,-122.18837,43.3194,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Lilliwaup, 2.50 km NE_09",10,-123.08805,47.4775,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Lilliwaup, 2.50 km NE_09",10,-123.08805,47.4775,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Lime Kiln Meadows_09,30,-123.14733,48.51947,Bombus bifarius,32,128
Cameron et al. 2011,Hymenoptera,Lime Kiln Meadows_09,30,-123.14733,48.51947,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Little Bald Mtn, 2.20 km NW_09",15,-107.75322,44.76362,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Little Bald Mtn, 2.20 km NW_09",15,-107.75322,44.76362,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Lolo Hot Springs, 2.18 NW_09",30,-114.52659,46.70816,Bombus bifarius,49,196
Cameron et al. 2011,Hymenoptera,"Lolo Hot Springs, 2.18 NW_09",30,-114.52659,46.70816,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,Loony House_09,30,-122.92571,47.05577,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,Loony House_09,30,-122.92571,47.05577,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Lost Trail Ski Area, Bitteroot NF_09",30,-113.95238,45.69219,Bombus bifarius,27,108
Cameron et al. 2011,Hymenoptera,"Lost Trail Ski Area, Bitteroot NF_09",30,-113.95238,45.69219,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Loup Loup Ski Area, Okanogan NF_09",15,-119.90317,48.39298,Bombus bifarius,36,288
Cameron et al. 2011,Hymenoptera,"Loup Loup Ski Area, Okanogan NF_09",15,-119.90317,48.39298,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Lower Thompson Lake, 1.60 km ENE_09",30,-115.01229,48.02376,Bombus bifarius,15,60
Cameron et al. 2011,Hymenoptera,"Lower Thompson Lake, 1.60 km ENE_09",30,-115.01229,48.02376,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Manzano, 1.8 km NW; Canon Nuevo_09",30,-106.3549,34.666,Bombus bifarius,0,0
Cameron et al. 2011,Hymenoptera,"Manzano, 1.8 km NW; Canon Nuevo_09",30,-106.3549,34.666,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"Mays Peak, 0.96 km ESE, Pike NF_09",30,-104.88625,38.79776,Bombus bifarius,6,24
Cameron et al. 2011,Hymenoptera,"Mays Peak, 0.96 km ESE, Pike NF_09",30,-104.88625,38.79776,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"McCall, 11 air km N NE_08",30,-116.15892,45.00276,Bombus bifarius,10,40
Cameron et al. 2011,Hymenoptera,"McCall, 11 air km N NE_08",30,-116.15892,45.00276,Bombus impatiens,0,0
Cameron et al. 2011,Hymenoptera,"McCredie Springs, 5.60 km NW, Willamette NF_09",30,-122.23874,43.67347,Bombus bifarius,0,0
